Unnamed: 0,ID_SUBEST,SUBTIPO,NOMBRE,PROPIEDAD,TENSION_KV,TIPO,F_OPERACIO,RCA,SIST_ELECT,ESTADO,COORD_ESTE,COORD_NORT,HUSO,DATUM,REGION,PROVINCIA,COMUNA,FUENTE_BAS,FECH_CREA,FECH_ACT,geometry,Latitud,Longitud
911,2289,100,S/E LA POLVORA,CASABLANCA TRANSMISORA DE ENERGIA S.A.,"220/110/13,8",ZONAL,2022-05-22,4/2020,SEN,OPERATIVA,254790.00391543,6335984.98157966,19 S,WGS84,5.0,51.0,5101.0,CEN,2014-12-04,2023-03-30,POINT (-71.62714011599996 -33.08711638699998),-33.08711638699998,-71.62714011599996
912,367,100,S/E ILLAPEL,CGE TRANSMISION S.A.,110/23,ZONAL,,S/I,SEN,OPERATIVA,296362.13391018,6499232.7252039,19 S,WGS84,4.0,42.0,4201.0,CEN,2014-12-04,2023-03-30,POINT (-71.146974 -31.624054),-31.624054,-71.146974
913,254,100,S/E SECCIONADORA CANELA,ENEL GENERACION CHILE S.A.,23,DEDICADO,,S/I,SEN,OPERATIVA,250975.02705988,6533767.63186475,19 S,WGS84,4.0,42.0,4202.0,CEN,2014-12-04,2023-03-30,POINT (-71.616431 -31.303849),-31.303849,-71.616431
914,606,100,S/E PUNTA COLORADA,TRANSELEC S.A.,220,NACIONAL,2002-01-21,S/I,SEN,OPERATIVA,301213.91325333,6749616.74604546,19 S,WGS84,4.0,41.0,4104.0,CEN,2014-12-04,2023-03-30,POINT (-71.047974 -29.36694),-29.36694,-71.047974
915,1897,100,S/E LOMAS BAYAS,ENGIE ENERGIA CHILE S.A.,"13,8",DEDICADO,,S/I,SEN,OPERATIVA,448577.02996234,7408440.83151013,19 S,WGS84,2.0,21.0,2103.0,CEN,2014-12-04,2023-03-30,POINT (-69.503394 -23.433138),-23.433138,-69.503394
916,1823,100,S/E CALAMA,CGE TRANSMISION S.A.,110/23,NACIONAL,2014-01-01,S/I,SEN,OPERATIVA,507913.49886994,7519710.83126195,19 S,WGS84,2.0,22.0,2201.0,CEN,2014-12-04,2023-03-30,POINT (-68.923101 -22.428771),-22.428771,-68.923101
917,440,100,S/E PIDUCO,CGE TRANSMISION S.A.,66/15,ZONAL,1981-01-01,S/I,SEN,OPERATIVA,257944.62218607,6075382.85845249,19 S,WGS84,7.0,71.0,7101.0,CEN,2014-12-04,2023-03-30,POINT (-71.666505 -35.43559),-35.43559,-71.666505
918,390,100,S/E CHOAPA,CGE TRANSMISION S.A.,220/110,DEDICADO,2003-01-01,64/2002,SEN,OPERATIVA,265848.01949038,6463783.87759814,19 S,WGS84,4.0,42.0,4203.0,CEN,2014-12-04,2023-03-30,POINT (-71.476956 -31.937767),-31.937767,-71.476956
919,1742,100,S/E CENTRAL JAVIERA,JAVIERA SPA,110,DEDICADO,2015-05-19,S/I,SEN,OPERATIVA,379229.12904301,7090100.12427981,19 S,WGS84,3.0,32.0,3201.0,CEN,2014-12-04,2023-03-30,POINT (-70.209846 -26.303857),-26.303857,-70.209846
920,1800,100,S/E 401,MINERA ESCONDIDA LTDA.,"69/13,8/4,16",DEDICADO,2002-01-01,S/I,SEN,OPERATIVA,494478.99963238,7315872.99994228,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-69.05439531999997 -24.27005508999997),-24.27005508999997,-69.05439531999997
921,661,100,S/E SANTA ROSA (CGE),CGE TRANSMISION S.A.,66/23,ZONAL,,168/2001,SEN,OPERATIVA,286474.99970869,6236582.99997225,19 S,WGS84,13.0,135.0,13505.0,CEN,2014-12-04,2023-03-30,POINT (-71.31166456999995 -33.98964793999994),-33.98964793999994,-71.31166456999995
922,925,100,S/E GRANEROS (FFCC),EMPRESA DE LOS FERROCARRILES DEL ESTADO,66,ZONAL,,S/I,SEN,OPERATIVA,340823.87854616,6229516.68419852,19 S,WGS84,6.0,61.0,6106.0,CEN,2014-12-04,2023-03-30,POINT (-70.724835 -34.062998),-34.062998,-70.724835
923,1615,100,S/E SF ENERGIA,BIOENERGIAS FORESTALES SPA,"13,2",DEDICADO,2012-01-01,S/I,SEN,OPERATIVA,707585.82747964,5845462.96069417,18 S,WGS84,8.0,83.0,8306.0,CEN,2014-12-04,2023-03-30,POINT (-72.651199 -37.514456),-37.514456,-72.651199
924,950,100,S/E ERBB,ENAP REFINERIAS S.A.,66,S/I,1967-07-29,S/I,SEN,OPERATIVA,668022.659596,5928056.85043456,18 S,WGS84,8.0,81.0,8112.0,CEN,2014-12-04,2023-03-30,POINT (-73.11714420999994 -36.778398599999946),-36.778398599999946,-73.11714420999994
925,638,100,S/E HUALTE,CGE TRANSMISION S.A.,66,ZONAL,1995-01-01,S/I,SEN,OPERATIVA,735570.99457983,5965319.6917887,18 S,WGS84,16.0,162.0,16204.0,CEN,2014-12-04,2023-03-30,POINT (-72.372236 -36.428447),-36.428447,-72.372236
926,2063,100,S/E PARANAL,SISTEMA DE TRANSMISION DEL SUR S.A.,220,ZONAL,2017-05-31,S/I,SEN,OPERATIVA,352237.95963973,7235491.35143267,19 S,WGS84,2.0,21.0,2104.0,CEN,2014-12-04,2023-03-30,POINT (-70.464064 -24.988831),-24.988831,-70.464064
927,1987,100,S/E URIBE,CGE TRANSMISION S.A.,110/23,DEDICADO,2001-02-01,238/2000,SEN,OPERATIVA,369971.1294463,7389270.78784079,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-70.274452 -23.601879),-23.601879,-70.274452
928,2180,100,S/E BOMBEO 3 (SGO),CAITAN SPA,66,DEDICADO,,S/I,SEN,OPERATIVA,386533.65426477,7472710.58536296,19 S,WGS84,2.0,21.0,2102.0,CEN,2014-12-04,2023-03-30,POINT (-70.105918 -22.849541),-22.849541,-70.105918
929,1708,100,S/E RUCATAYO,TRANSRUCATAYO S.A.,220,DEDICADO,2012-07-03,S/I,SEN,OPERATIVA,694027.55425544,5500995.67689104,18 S,WGS84,10.0,103.0,10304.0,CEN,2014-12-04,2023-03-30,POINT (-72.706186 -40.619101),-40.619101,-72.706186
930,2021,100,S/E LOS PEUMOS,CGE TRANSMISION S.A.,"230/154/66/14,8",NACIONAL,2017-01-01,132/2015,SEN,OPERATIVA,734835.79735661,5763581.42929772,18 S,WGS84,9.0,92.0,9211.0,CEN,2014-12-04,2023-03-30,POINT (-72.316525 -38.245127),-38.245127,-72.316525
931,866,100,S/E SAG 2,S/I,66,DEDICADO,,S/I,SEN,EN PRUEBAS,379652.83358378,6331562.56490793,19 S,WGS84,13.0,131.0,13115.0,CEN,2014-12-04,2023-03-30,POINT (-70.29041 -33.148017),-33.148017,-70.29041
932,713,100,S/E QUILICURA,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110/23/12,ZONAL,2002-01-01,S/I,SEN,OPERATIVA,341952.99999925,6306310.00056357,19 S,WGS84,13.0,131.0,13125.0,CEN,2014-12-04,2023-03-30,POINT (-70.69890953999999 -33.37085234999995),-33.37085234999995,-70.69890953999999
933,479,100,S/E MARGA MARGA,CGE TRANSMISION S.A.,"110-13,2",ZONAL,1991-01-01,S/I,SEN,OPERATIVA,262159.7286031,6343123.9638379,19 S,WGS84,5.0,51.0,5109.0,CEN,2014-12-04,2023-03-30,POINT (-71.546397 -33.024423),-33.024423,-71.546397
934,2300,102,CENTRAL NUEVO REINO II,EDELAYSEN,23,NO APLICA,1987-01-01,S/I,EDELAYSEN,OPERATIVA,683825.90964238,5045248.82647432,18 S,WGS84,11.0,112.0,11202.0,EDELAYSEN,2014-12-04,2023-03-30,POINT (-72.67881859299996 -44.72255244799993),-44.72255244799993,-72.67881859299996
935,511,100,S/E AIHUAPI,SISTEMA DE TRANSMISION DEL SUR S.A.,"110/66/23/13,8",DEDICADO,2003-01-01,S/I,SEN,OPERATIVA,700721.17505904,5491614.26227221,18 S,WGS84,10.0,103.0,10304.0,CEN,2014-12-04,2023-03-30,POINT (-72.624121 -40.701945),-40.701945,-72.624121
936,1668,100,S/E SECCIONADORA LLANO DE LLAMPOS,AMANECER SOLAR SPA,220,DEDICADO,2014-01-01,S/I,SEN,OPERATIVA,383073.00683674,6991208.2363265,19 S,WGS84,3.0,31.0,3101.0,CEN,2014-12-04,2023-03-30,POINT (-70.180533 -27.196874),-27.196874,-70.180533
937,655,100,S/E RANGUILI,CGE TRANSMISION S.A.,"13,8",ZONAL,,S/I,SEN,OPERATIVA,248380.19578023,6138094.11310699,19 S,WGS84,6.0,63.0,6304.0,CEN,2014-12-04,2023-03-30,POINT (-71.752657 -34.868396),-34.868396,-71.752657
938,931,100,S/E ITAHUE (FFCC),EMPRESA DE LOS FERROCARRILES DEL ESTADO,66,ZONAL,,S/I,SEN,OPERATIVA,284497.44514669,6108627.25048719,19 S,WGS84,7.0,73.0,7304.0,CEN,2014-12-04,2023-03-30,POINT (-71.3655 -35.142187),-35.142187,-71.3655
939,2215,100,S/E NUEVA PANQUEHUE,TRANSQUINTA S.A.,110/12,ZONAL,2021-06-22,S/I,SEN,OPERATIVA,321053.00250992,6368800.98536176,19 S,WGS84,5.0,57.0,5704.0,CEN,2014-12-04,2023-03-30,POINT (-70.91123795899995 -32.804207245999976),-32.804207245999976,-70.91123795899995
940,632,100,S/E CONSTITUCION,CGE TRANSMISION S.A.,66/23,ZONAL,1974-01-01,S/I,SEN,OPERATIVA,735979.95238768,6083524.82454746,18 S,WGS84,7.0,71.0,7102.0,CEN,2014-12-04,2023-03-30,POINT (-72.402715 -35.36371),-35.36371,-72.402715
941,2363,100,S/E SANTA CRUZ,SISTEMA DE TRANSMISION DEL SUR S.A.,"66/17,5",ZONAL,2022-11-29,S/I,SEN,OPERATIVA,283959.39329858,6166361.47333667,19 S,WGS84,6.0,63.0,6310.0,CEN,2014-12-04,2023-03-30,POINT (-71.35649837799997 -34.62189088599996),-34.62189088599996,-71.35649837799997
942,958,100,S/E GRANEROS INDURA,INDURA,6,ZONAL,,S/I,SEN,OPERATIVA,341735.24216753,6227598.05564494,19 S,WGS84,6.0,61.0,6106.0,CEN,2014-12-04,2023-03-30,POINT (-70.71531200999993 -34.08043215299995),-34.08043215299995,-70.71531200999993
943,690,100,S/E LA CISTERNA,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110/12,ZONAL,1981-01-01,S/I,SEN,OPERATIVA,345110.99965844,6289422.99946955,19 S,WGS84,13.0,131.0,13109.0,CEN,2014-12-04,2023-03-30,POINT (-70.66788784999994 -33.52356376999995),-33.52356376999995,-70.66788784999994
944,896,100,S/E KM 21,CODELCO CHILE - DIVISION ANDINA,66,DEDICADO,,S/I,SEN,OPERATIVA,382969.86268859,6344112.84085712,19 S,WGS84,5.0,53.0,5301.0,CEN,2014-12-04,2023-03-30,POINT (-70.253244 -33.035201),-33.035201,-70.253244
945,2251,100,S/E ATACAMA SOLAR II,ATACAMA SOLAR S.A.,33,S/I,2021-04-29,S/I,SEN,OPERATIVA,453215.42222251,7731228.96226716,19 S,WGS84,1.0,14.0,1405.0,CEN,2014-12-04,2023-03-30,POINT (-69.448729 -20.517114),-20.517114,-69.448729
946,248,100,TAP OFF MARIA DOLORES,CMPC PULP SPA.,220,DEDICADO,,S/I,SEN,OPERATIVA,728297.75465849,5860282.28867766,18 S,WGS84,8.0,83.0,8301.0,CEN,2014-12-04,2023-03-30,POINT (-72.421641 -37.376123),-37.376123,-72.421641
947,978,100,S/E MINERA TECK CDA 220 KV,COMPANIA MINERA TECK CARMEN DE ANDACOLLO,220,DEDICADO,2009-12-01,S/I,SEN,OPERATIVA,298731.00026494,6650492.99986359,19 S,WGS84,4.0,41.0,4103.0,CEN,2014-12-04,2023-03-30,POINT (-71.09207678999996 -30.260530049999943),-30.260530049999943,-71.09207678999996
948,616,100,S/E ALTO DEL CARMEN,CGE TRANSMISION S.A.,"110/13,8",ZONAL,2004-01-01,S/I,SEN,OPERATIVA,354871.99951226,6818287.00041978,19 S,WGS84,3.0,33.0,3302.0,CEN,2014-12-04,2023-03-30,POINT (-70.48643507999998 -28.754684469999972),-28.75468446999997,-70.48643507999998
949,2283,100,S/E MALGARIDA I,ACCIONA ENERGIA CHILE HOLDINGS S.A.,33,DEDICADO,2021-06-19,S/I,SEN,OPERATIVA,404140.03103375,7094120.01794587,19 S,WGS84,3.0,32.0,3202.0,CEN,2014-12-04,2023-03-30,POINT (-69.96002899799998 -26.269452113999932),-26.26945211399993,-69.96002899799998
950,1903,100,S/E MINSAL,ENGIE ENERGIA CHILE S.A.,"220/110/23/13,8",DEDICADO,1987-06-01,S/I,SEN,OPERATIVA,561296.70557033,7399142.02967494,19 S,WGS84,2.0,22.0,2203.0,CEN,2014-12-04,2023-03-30,POINT (-68.399573 -23.516787),-23.516787,-68.399573
951,434,100,S/E PADRE LAS CASAS,CGE TRANSMISION S.A.,66/15,ZONAL,1978-01-01,S/I,SEN,OPERATIVA,707787.29557428,5705587.69788249,18 S,WGS84,9.0,91.0,9112.0,CEN,2014-12-04,2023-03-30,POINT (-72.608123 -38.773979),-38.773979,-72.608123
952,1749,100,S/E MELIPEUCO,TRANSMISORA MELIPEUCO S.A,23,DEDICADO,,S/I,SEN,OPERATIVA,268549.94477792,5696777.12124686,19 S,WGS84,9.0,91.0,9110.0,CEN,2014-12-04,2023-03-30,POINT (-71.666961 -38.847401),-38.847401,-71.666961
953,397,100,S/E LINARES,CGE TRANSMISION S.A.,"154/66/13,8",ZONAL,1955-01-01,S/I,SEN,OPERATIVA,262616.17914621,6030031.69598456,19 S,WGS84,7.0,74.0,7401.0,CEN,2014-12-04,2023-03-30,POINT (-71.628443 -35.845194),-35.845194,-71.628443
954,1793,100,S/E NUEVA CARDONES,INTERCHILE S.A.,500/220,NACIONAL,2017-11-20,S/I,SEN,OPERATIVA,359167.51739279,6955304.87524134,19 S,WGS84,3.0,31.0,3101.0,CEN,2014-12-04,2023-03-30,POINT (-70.425981 -27.518674),-27.518674,-70.425981
955,2280,101,TRES PUENTES,EDELMAG,66,NO APLICA,2001-01-01,S/I,EDELMAG,OPERATIVA,372975.14597747,4114735.20390277,19 S,WGS84,12.0,121.0,12101.0,EDELMAG,2014-12-04,2023-03-30,POINT (-70.89733238799994 -53.101688217999936),-53.101688217999936,-70.89733238799994
956,2292,101,PORVENIR,EDELMAG,138,NO APLICA,2001-01-01,S/I,EDELMAG,OPERATIVA,408000.58001144,4094407.43984578,19 S,WGS84,12.0,123.0,12301.0,CEN,2014-12-04,2023-03-30,POINT (-70.38022071299997 -53.291552440999965),-53.291552440999965,-70.38022071299997
957,210,100,S/E CENTRAL PUNTA COLORADA,COMPANIA BARRICK CHILE GENERACION SPA,220,ZONAL,2010-05-01,S/I,SEN,OPERATIVA,301651.78611983,6749629.18363061,19 S,WGS84,4.0,41.0,4104.0,CEN,2014-12-04,2023-03-30,POINT (-71.043463 -29.366897),-29.366897,-71.043463
958,1942,100,TAP OFF 535,MINERA ESCONDIDA LTDA.,"69/4,16",DEDICADO,2016-06-14,S/I,SEN,OPERATIVA,494739.99999952,7315686.98859319,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-69.05182451199994 -24.271736035999936),-24.271736035999936,-69.05182451199994
959,1962,100,TAP OFF ESTACION DE BOMBEO N°2,MINERA ESCONDIDA LTDA.,"220/4,16",DEDICADO,2005-01-01,S/I,SEN,OPERATIVA,409108.00089437,7363507.99960616,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-69.89248588899994 -23.83723060799997),-23.83723060799997,-69.89248588899994
960,842,100,S/E MASISA,SAGESA S.A.,"66/13,2",DEDICADO,2007-01-01,S/I,SEN,OPERATIVA,731603.94899566,5897314.61048733,18 S,WGS84,8.0,83.0,8303.0,CEN,2014-12-04,2023-03-30,POINT (-72.395829 -37.041837),-37.041837,-72.395829
961,2259,100,S/E LA ESTRELLA,EOLICA LA ESTRELLA SPA,110/33,ZONAL,2021-06-24,S/I,SEN,OPERATIVA,257401.82296926,6218411.76157564,19 S,WGS84,6.0,62.0,6202.0,CEN,2014-12-04,2023-03-30,POINT (-71.63120278499997 -34.14704411799994),-34.14704411799994,-71.63120278499997
962,684,100,S/E CHENA,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,"220/110/13,8",NACIONAL,2018-09-30,S/I,SEN,OPERATIVA,339706.48245504,6288990.69211721,19 S,WGS84,13.0,134.0,13401.0,CEN,2014-12-04,2023-03-30,POINT (-70.72614 -33.526664),-33.526664,-70.72614
963,780,100,S/E CONCON,CHILQUINTA TRANSMISION S.A.,110/12,ZONAL,1988-01-01,S/I,SEN,OPERATIVA,268694.32730743,6353369.97614487,19 S,WGS84,5.0,51.0,5103.0,CEN,2014-12-04,2023-03-30,POINT (-71.473915 -32.933494),-32.933494,-71.473915
964,908,100,S/E EL SALVADOR,CODELCO CHILE - DIVISION EL SALVADOR,110/44/12,DEDICADO,1957-06-15,S/I,SEN,OPERATIVA,440480.72722366,7093009.19461442,19 S,WGS84,3.0,32.0,3202.0,CEN,2014-12-04,2023-03-30,POINT (-69.596152 -26.281454),-26.281454,-69.596152
965,2028,100,S/E GUANACO,GUANACO COMPANIA MINERA SPA,"33/13,8",DEDICADO,2017-04-01,S/I,SEN,EN PRUEBAS,445614.40815062,7223776.37933108,19 S,WGS84,2.0,21.0,2104.0,CEN,2014-12-04,2023-03-30,POINT (-69.539389 -25.100852),-25.100852,-69.539389
966,319,100,S/E CENTRAL FLORIDA 1 (SCM),ASOC. DE CANAL. SOCIEDAD DEL CANAL DE MAIPO,12,ZONAL,1920-01-01,S/I,SEN,OPERATIVA,356535.31059389,6286912.78567475,19 S,WGS84,13.0,131.0,13110.0,CEN,2014-12-04,2023-03-30,POINT (-70.545311 -33.547792),-33.547792,-70.545311
967,1845,100,S/E CHAMY,CODELCO CHILE - DIVISION CHUQUICAMATA,"100/13,8",DEDICADO,2003-07-15,S/I,SEN,OPERATIVA,510868.0003508,7538837.00014279,19 S,WGS84,2.0,22.0,2201.0,CEN,2014-12-04,2023-03-30,POINT (-68.89452088999997 -22.25596565999996),-22.25596565999996,-68.89452088999997
968,2286,101,PUERTO NATALES,EDELMAG,132,NO APLICA,2001-01-01,S/I,EDELMAG,OPERATIVA,674109.809951,4265973.97985152,18 S,WGS84,12.0,124.0,12401.0,EDELMAG,2014-12-04,2023-03-30,POINT (-72.47877027299995 -51.73008001699998),-51.73008001699998,-72.47877027299995
969,519,100,S/E PICHIRROPULLI,SISTEMA DE TRANSMISION DEL SUR S.A.,"66/23/13,8",ZONAL,2019-09-20,S/I,SEN,OPERATIVA,679873.23572334,5552298.78251264,18 S,WGS84,14.0,141.0,14107.0,CEN,2014-12-04,2023-03-30,POINT (-72.887892 -40.16042),-40.16042,-72.887892
970,203,100,S/E CENTRAL QUELTEHUES,"AES ANDES S.A.
AES ANDES S.A.

AES ANDES S.A.

AES ANDES S.A.

",110/12,DEDICADO,1925-01-01,S/I,SEN,OPERATIVA,387185.02499805,6258004.74460634,19 S,WGS84,13.0,132.0,13203.0,CEN,2014-12-04,2023-03-30,POINT (-70.218919 -33.812146),-33.812146,-70.218919
971,676,100,S/E ANDES (ENEL DISTRIBUCION),SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110/12,ZONAL,1990-01-01,S/I,SEN,OPERATIVA,357274.00002545,6299520.00003274,19 S,WGS84,13.0,131.0,13113.0,CEN,2014-12-04,2023-03-30,POINT (-70.53534895999996 -33.43421919999997),-33.43421919999997,-70.53534895999996
972,1654,100,S/E CENTRAL SANTA MARTA,CONSORCIO SANTA MARTA S.A.,220/23,ZONAL,2014-03-31,S/I,SEN,OPERATIVA,333404.11742425,6269592.30236124,19 S,WGS84,13.0,136.0,13601.0,CEN,2014-12-04,2023-03-30,POINT (-70.797607 -33.700577),-33.700577,-70.797607
973,1952,100,S/E TAP OFF E.B. ALGORTA N°1,ALGORTA NORTE S.A.,"33/4,16",DEDICADO,2012-05-01,S/I,SEN,OPERATIVA,364905.63128987,7440675.43855907,19 S,WGS84,2.0,21.0,2102.0,CEN,2014-12-04,2023-03-30,POINT (-70.31948813499997 -23.137248358999955),-23.137248358999955,-70.31948813499997
974,850,100,S/E LINARES NORTE,CHILQUINTA TRANSMISION S.A.,"66/13,2",ZONAL,1993-01-01,S/I,SEN,OPERATIVA,261178.7545261,6032057.43030024,19 S,WGS84,7.0,74.0,7401.0,CEN,2014-12-04,2023-03-30,POINT (-71.643738 -35.8266),-35.8266,-71.643738
975,2105,100,S/E SECCIONADORA CONVENTO VIEJO,SOCIEDAD CONCESIONARIA EMBALSE CONVENTO VIEJO S.A.,154,S/I,2019-02-21,283/2016,SEN,OPERATIVA,305143.38184076,6150994.20439073,19 S,WGS84,6.0,63.0,6303.0,CEN,2014-12-04,2023-03-30,POINT (-71.129124 -34.76462),-34.76462,-71.129124
976,774,100,S/E AGUA SANTA,CHILQUINTA TRANSMISION S.A.,220/110/60,ZONAL,2000-01-01,S/I,SEN,OPERATIVA,262711.17902555,6337382.8285215,19 S,WGS84,5.0,51.0,5109.0,CEN,2014-12-04,2023-03-30,POINT (-71.541985 -33.076279),-33.076279,-71.541985
977,2187,100,S/E CENTRAL CAMPICHE,EMPRESA ELECTRICA CAMPICHE S.A.,220/24,DEDICADO,2009-01-01,S/I,SEN,OPERATIVA,267433.48056006,6373845.82674442,19 S,WGS84,5.0,51.0,5105.0,CEN,2014-12-04,2023-03-30,POINT (-71.482245 -32.748696),-32.748696,-71.482245
978,379,100,S/E ANGOL,CGE TRANSMISION S.A.,"66/23/13,2",ZONAL,1905-05-10,S/I,SEN,OPERATIVA,706164.46387536,5811219.00649457,18 S,WGS84,9.0,92.0,9201.0,CEN,2014-12-04,2023-03-30,POINT (-72.65759100999998 -37.823171859999945),-37.823171859999945,-72.65759100999998
979,876,100,S/E PROCART,CARTULINAS CMPC SPA,220,DEDICADO,1998-01-01,S/I,SEN,OPERATIVA,265650.36927655,6056687.18593146,19 S,WGS84,7.0,74.0,7408.0,CEN,2014-12-04,2023-03-30,POINT (-71.587098 -35.605835),-35.605835,-71.587098
980,470,100,S/E TENO,CGE TRANSMISION S.A.,"154/66/15/13,2",ZONAL,2000-01-01,S/I,SEN,OPERATIVA,304283.99999167,6139508.00037187,19 S,WGS84,7.0,73.0,7308.0,CEN,2014-12-04,2023-03-30,POINT (-71.14118581999998 -34.867962329999955),-34.867962329999955,-71.14118581999998
981,967,100,S/E PLANTA OXIDO,MINERA LAS CENIZAS S.A.,33,DEDICADO,2008-01-01,S/I,SEN,OPERATIVA,368598.99992284,7146065.00025122,19 S,WGS84,2.0,21.0,2104.0,CEN,2014-12-04,2023-03-30,POINT (-70.31068187999995 -25.79770129999997),-25.79770129999997,-70.31068187999995
982,1909,100,S/E NUEVA ZALDIVAR,AES ANDES S.A.,"220/13,8/5,3",DEDICADO,1997-01-01,S/I,SEN,OPERATIVA,493354.38852143,7327678.73658393,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-69.065421 -24.163421),-24.163421,-69.065421
983,2010,100,S/E TEN GIS,TRANSMISORA ELECTRICA DEL NORTE S.A.,220,S/I,2018-01-26,S/I,SEN,OPERATIVA,355558.61825656,7445657.84667006,19 S,WGS84,2.0,21.0,2102.0,CEN,2014-12-04,2023-03-30,POINT (-70.410291 -23.091464),-23.091464,-70.410291
984,428,100,S/E MALLOA,CGE TRANSMISION S.A.,66/15,ZONAL,1996-01-01,S/I,SEN,OPERATIVA,320020.32250463,6185066.68500228,19 S,WGS84,6.0,61.0,6109.0,CEN,2014-12-04,2023-03-30,POINT (-70.95942591699998 -34.46026845799997),-34.46026845799997,-70.95942591699998
985,1934,100,S/E SOPLADORES,CODELCO CHILE - DIVISION CHUQUICAMATA,"100/13,8",DEDICADO,1993-07-07,S/I,SEN,OPERATIVA,511786.99962414,7532610.99964797,19 S,WGS84,2.0,22.0,2201.0,CEN,2014-12-04,2023-03-30,POINT (-68.88555580999997 -22.31220677999994),-22.31220677999994,-68.88555580999997
986,528,100,S/E DEGAN,SISTEMA DE TRANSMISION DEL SUR S.A.,110/23,DEDICADO,2007-05-22,S/I,SEN,OPERATIVA,606175.34702625,5333349.97386688,18 S,WGS84,10.0,102.0,10202.0,CEN,2014-12-04,2023-03-30,POINT (-73.715056 -42.144779),-42.144779,-73.715056
987,1638,100,S/E CENTRAL PROVIDENCIA,HIDROELECTRICA RIO LIRCAY S.A.,66,DEDICADO,2013-03-28,S/I,SEN,OPERATIVA,293797.71912427,6072487.50042156,19 S,WGS84,7.0,71.0,7109.0,CEN,2014-12-04,2023-03-30,POINT (-71.272579 -35.469752),-35.469752,-71.272579
988,2080,100,TAP OFF,CODELCO CHILE - DIVISION EL TENIENTE,"33/13,8",DEDICADO,2002-01-01,S/I,SEN,OPERATIVA,356116.00190608,6215042.98591749,19 S,WGS84,6.0,61.0,6108.0,CEN,2014-12-04,2023-03-30,POINT (-70.56158430799996 -34.19569736999995),-34.19569736999995,-70.56158430799996
989,502,100,S/E CORRAL,S/E CORRAL,"66/13,2",ZONAL,2000-01-01,123/2000,SEN,OPERATIVA,635247.2936504,5582487.08118928,18 S,WGS84,14.0,141.0,14102.0,CEN,2014-12-04,2023-03-30,POINT (-73.417973 -39.896908),-39.896908,-73.417973
990,1119,100,S/E PRINCIPAL MINA NAVIO,MELON S.A,"44/6,3",DEDICADO,1947-11-10,S/I,SEN,OPERATIVA,294024.60887347,6383043.97869492,19 S,WGS84,5.0,55.0,5506.0,CEN,2014-12-04,2023-03-30,POINT (-71.196589 -32.671082),-32.671082,-71.196589
991,2044,100,S/E NEGRILLAR,COMPANIA MINERA ZALDIVAR SPA,66,DEDICADO,1994-12-18,S/I,SEN,OPERATIVA,575840.99925376,7335417.98863038,19 S,WGS84,2.0,22.0,2203.0,CEN,2014-12-04,2023-03-30,POINT (-68.25383305799994 -24.091712221999956),-24.09171222199996,-68.25383305799994
992,245,100,S/E CENTRAL CIPRESES,TRANSELEC S.A.,"154/13,2",DEDICADO,1968-01-01,S/I,SEN,OPERATIVA,336200.99078926,6038228.55359426,19 S,WGS84,7.0,71.0,7109.0,CEN,2014-12-04,2023-03-30,POINT (-70.81244 -35.786388),-35.786388,-70.81244
993,1720,100,S/E CENTRAL PARQUE EOLICO TALTAL,ENEL GREEN POWER CHILE S.A.,220,ZONAL,,S/I,SEN,OPERATIVA,412151.53183884,7227606.51941528,19 S,WGS84,2.0,21.0,2104.0,CEN,2014-12-04,2023-03-30,POINT (-69.871 -25.064688),-25.064688,-69.871
994,1814,100,S/E ANDES (AES GENER),AES ANDES S.A.,345/220/23,ZONAL,2022-05-02,S/I,SEN,OPERATIVA,542228.24903321,7343815.09270524,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-68.584769 -24.017126),-24.017126,-68.584769
995,2156,100,S/E CSP CERRO DOMINADOR,CERRO DOMINADOR CSP S.A.,"220/13,2/6,9",DEDICADO,2021-09-30,S/I,SEN,OPERATIVA,450881.7053917,7481597.06608522,19 S,WGS84,2.0,23.0,2302.0,CEN,2014-12-04,2023-03-30,POINT (-69.47848682199998 -22.772388030999934),-22.77238803099993,-69.47848682199998
996,2122,100,S/E SAN GABRIEL,PARQUE EOLICO SAN GABRIEL SPA,33,DEDICADO,2020-03-13,S/I,SEN,OPERATIVA,717982.24095374,5827626.457725,18 S,WGS84,9.0,92.0,9209.0,CEN,2014-12-04,2023-03-30,POINT (-72.528353 -37.672679),-37.672679,-72.528353
